


1, 200, 0, 2.015, 0, 0, 0, 0
2, 200, 0, 2.015, 0, 0, 0, 0
3, 200, 0, 5.365, 7, 5, 0, 1658
4, 200, 0, 8.075, 10, 5, 1, 2490
5, 200, 0, 9.27, 10, 5, 4, 2801
6, 200, 0, 9.835, 10, 5, 6, 2951
7, 200, 0, 9.955, 10, 5, 10, 2987
8, 200, 0, 10.0, 10, 5, 14, 3000
9, 200, 0, 10.0, 10, 5, 21, 3000
10, 200, 0, 9.995, 10, 5, 32, 2999
11, 200, 0, 10.0, 10, 5, 47, 3000
12, 200, 0, 10.0, 10, 5, 55, 3000
13, 200, 0, 10.0, 10, 5, 66, 3000
14, 200, 0, 10.0, 10, 5, 71, 3000
15, 200, 0, 10.0, 10, 5, 75, 3000
16, 200, 0, 10.0, 10, 5, 77, 3000
17, 200, 0, 10.0, 10, 5, 81, 3000
18, 200, 0, 10.0, 10, 5, 85, 3000
19, 200, 0, 10.0, 10, 5, 88, 3000
20, 200, 0, 10.0, 10, 5, 89, 3000
21, 200, 0, 10.0, 10, 5, 91, 3000
22, 200, 0, 10.0, 10, 5, 92, 3000
23, 200, 0, 10.0, 10, 5, 94, 3000
24, 200, 0, 10.0, 10, 5, 95, 3000
25, 200, 0, 10.0, 10, 5, 96, 3000
26, 200, 0, 10.0, 10, 5, 96, 3000
27, 200, 0, 10.0, 10, 5, 96, 3000
28, 200, 0, 10.0, 10, 5, 97, 3000
29, 200, 0, 10.0, 10, 5, 98, 3000
30, 200, 0, 10.0, 10, 5, 98, 3000
31, 200, 0, 10.0, 10, 5, 98, 3000
32, 200, 0, 10.0, 10, 5, 98, 3000
33, 200, 0, 10.0, 10, 5, 98, 3000
34, 200, 0, 10.0, 10, 5, 99, 3000
35, 200, 0, 10.0, 10, 5, 99, 3000
36, 200, 0, 10.0, 10, 5, 99, 3000
37, 200, 0, 10.0, 10, 5, 99, 3000
38, 200, 0, 10.0, 10, 5, 99, 3000
39, 200, 0, 10.0, 10, 5, 100, 3000
40, 200, 0, 10.0, 10, 5, 100, 3000
41, 200, 0, 10.0, 10, 5, 100, 3000
42, 200, 0, 10.0, 10, 5, 100, 3000
43, 200, 0, 10.0, 10, 5, 100, 3000
44, 200, 0, 10.0, 10, 5, 100, 3000
45, 200, 0, 10.0, 10, 5, 100, 3000
46, 200, 0, 10.0, 10, 5, 100, 3000
47, 200, 0, 10.0, 10, 5, 100, 3000
48, 200, 0, 10.0, 10, 5, 100, 3000
49, 200, 0, 10.0, 10, 5, 100, 3000
50, 200, 0, 10.0, 10, 5, 99, 3000
51, 200, 0, 10.0, 10, 5, 100, 3000
52, 200, 0, 10.0, 10, 5, 99, 3000
53, 200, 0, 10.0, 10, 5, 100, 3000
54, 200, 0, 10.0, 10, 5, 100, 3000
55, 200, 0, 10.0, 10, 5, 99, 3000
56, 200, 0, 10.0, 10, 5, 99, 3000
57, 200, 0, 10.0, 10, 5, 100, 3000
58, 200, 0, 10.0, 10, 5, 100, 3000
59, 200, 0, 10.0, 10, 5, 100, 3000
60, 200, 0, 10.0, 10, 5, 99, 3000
61, 200, 0, 10.0, 10, 5, 99, 3000
62, 200, 0, 10.0, 10, 5, 100, 3000
63, 200, 0, 10.0, 10, 5, 100, 3000
64, 200, 0, 10.0, 10, 5, 100, 3000
65, 200, 0, 10.0, 10, 5, 100, 3000
66, 200, 0, 10.0, 10, 5, 100, 3000
67, 200, 0, 10.0, 10, 5, 100, 3000
68, 200, 0, 10.0, 10, 5, 100, 3000
69, 200, 0, 10.0, 10, 5, 99, 3000
70, 200, 0, 10.0, 10, 5, 100, 3000
71, 200, 0, 10.0, 10, 5, 100, 3000
72, 200, 0, 10.0, 10, 5, 100, 3000
73, 200, 0, 10.0, 10, 5, 100, 3000
74, 200, 0, 10.0, 10, 5, 99, 3000
75, 200, 0, 10.0, 10, 5, 100, 3000
76, 200, 0, 10.0, 10, 5, 99, 3000
77, 200, 0, 10.0, 10, 5, 100, 3000
78, 200, 0, 10.0, 10, 5, 100, 3000
79, 200, 0, 10.0, 10, 5, 100, 3000
80, 200, 0, 10.0, 10, 5, 100, 3000
81, 200, 0, 10.0, 10, 5, 100, 3000
82, 200, 0, 10.0, 10, 5, 99, 3000
83, 200, 0, 10.0, 10, 5, 100, 3000
84, 200, 0, 10.0, 10, 5, 99, 3000
85, 200, 0, 10.0, 10, 5, 100, 3000
86, 200, 0, 10.0, 10, 5, 100, 3000
87, 200, 0, 10.0, 10, 5, 100, 3000
88, 200, 0, 10.0, 10, 5, 100, 3000
89, 200, 0, 10.0, 10, 5, 100, 3000
90, 200, 0, 10.0, 10, 5, 99, 3000
91, 200, 0, 10.0, 10, 5, 100, 3000
92, 200, 0, 10.0, 10, 5, 100, 3000
93, 200, 0, 10.0, 10, 5, 99, 3000
94, 200, 0, 10.0, 10, 5, 100, 3000
95, 200, 0, 10.0, 10, 5, 99, 3000
96, 200, 0, 10.0, 10, 5, 99, 3000
97, 200, 0, 10.0, 10, 5, 100, 3000
98, 200, 0, 10.0, 10, 5, 100, 3000
99, 200, 0, 10.0, 10, 5, 99, 3000
