round, size, pvdup, meanpv, rpsneigh, sonneig, completeness, messages
535, 200, 0, 5.0, 5, 5, 98, 1000
536, 200, 0, 5.0, 5, 5, 98, 1010
537, 200, 0, 5.0, 5, 5, 97, 990
538, 200, 0, 5.0, 5, 5, 98, 1000
539, 200, 0, 5.0, 5, 5, 98, 1000
540, 200, 0, 5.0, 5, 5, 98, 1010
541, 200, 0, 5.0, 5, 5, 98, 1000
542, 200, 0, 5.0, 5, 5, 97, 990
543, 200, 0, 5.0, 5, 5, 98, 1000
544, 200, 0, 5.0, 5, 5, 98, 1000
545, 200, 0, 5.0, 5, 5, 98, 1010
546, 200, 0, 5.0, 5, 5, 97, 1000
547, 200, 0, 5.0, 5, 5, 97, 990
548, 200, 0, 5.0, 5, 5, 98, 1000
549, 200, 0, 5.0, 5, 5, 98, 1000
550, 200, 0, 5.0, 5, 5, 98, 1000
551, 200, 0, 5.0, 5, 5, 98, 1000
552, 200, 0, 5.0, 5, 5, 98, 1000
553, 200, 0, 5.0, 5, 5, 98, 1000
554, 200, 0, 5.0, 5, 5, 98, 1000
555, 200, 0, 5.0, 5, 5, 98, 1000
556, 200, 0, 5.0, 5, 5, 98, 1000
557, 200, 0, 5.0, 5, 5, 98, 1010
558, 200, 0, 5.0, 5, 5, 97, 990
559, 200, 0, 5.0, 5, 5, 98, 1000
560, 200, 0, 5.0, 5, 5, 98, 1000
561, 200, 0, 5.0, 5, 5, 98, 1020
562, 200, 0, 5.0, 5, 5, 96, 990
563, 200, 0, 5.0, 5, 5, 97, 990
564, 200, 0, 5.0, 5, 5, 98, 1000
565, 200, 0, 5.0, 5, 5, 98, 1010
566, 200, 0, 5.0, 5, 5, 98, 990
567, 200, 0, 5.0, 5, 5, 98, 1000
568, 200, 0, 5.0, 5, 5, 98, 1000
569, 200, 0, 5.0, 5, 5, 98, 1000
570, 200, 0, 5.0, 5, 5, 98, 1000
571, 200, 0, 5.0, 5, 5, 98, 1000
572, 200, 0, 5.0, 5, 5, 98, 1000
573, 200, 0, 5.0, 5, 5, 98, 1010
574, 200, 0, 5.0, 5, 5, 97, 990
575, 200, 0, 5.0, 5, 5, 98, 1000
576, 200, 0, 5.0, 5, 5, 98, 1000
577, 200, 0, 5.0, 5, 5, 98, 1000
578, 200, 0, 5.0, 5, 5, 98, 1000
579, 200, 0, 5.0, 5, 5, 98, 1000
580, 200, 0, 5.0, 5, 5, 98, 1000
581, 200, 0, 5.0, 5, 5, 98, 1000
582, 200, 0, 5.0, 5, 5, 98, 1000
583, 200, 0, 5.0, 5, 5, 98, 1010
584, 200, 0, 5.0, 5, 5, 97, 990
585, 200, 0, 5.0, 5, 5, 98, 1000
586, 200, 0, 5.0, 5, 5, 98, 1000
587, 200, 0, 5.0, 5, 5, 98, 1000
588, 200, 0, 5.0, 5, 5, 98, 1000
589, 200, 0, 5.0, 5, 5, 98, 1000
590, 200, 0, 5.0, 5, 5, 98, 1000
591, 200, 0, 5.0, 5, 5, 98, 1000
592, 200, 0, 5.0, 5, 5, 98, 1000
593, 200, 0, 5.0, 5, 5, 98, 1000
594, 200, 0, 5.0, 5, 5, 98, 1000
595, 200, 0, 5.0, 5, 5, 98, 1000
596, 200, 0, 5.0, 5, 5, 98, 1000
597, 200, 0, 5.0, 5, 5, 98, 1000
598, 200, 0, 5.0, 5, 5, 98, 1000
599, 200, 0, 5.0, 5, 5, 98, 1000
600, 200, 0, 5.0, 5, 5, 98, 1000
601, 200, 0, 5.0, 5, 5, 98, 1000
602, 200, 0, 5.0, 5, 5, 98, 1000
603, 200, 0, 5.0, 5, 5, 98, 1000
604, 200, 0, 5.0, 5, 5, 98, 1000
605, 200, 0, 5.0, 5, 5, 98, 1000
606, 200, 0, 5.0, 5, 5, 98, 1000
607, 200, 0, 5.0, 5, 5, 98, 1000
608, 200, 0, 5.0, 5, 5, 98, 1000
609, 200, 0, 5.0, 5, 5, 98, 1000
610, 200, 0, 5.0, 5, 5, 98, 1000
611, 200, 0, 5.0, 5, 5, 98, 1010
612, 200, 0, 5.0, 5, 5, 97, 990
613, 200, 0, 5.0, 5, 5, 98, 1000
614, 200, 0, 5.0, 5, 5, 98, 1000
615, 200, 0, 5.0, 5, 5, 98, 1000
616, 200, 0, 5.0, 5, 5, 98, 1000
617, 200, 0, 5.0, 5, 5, 98, 1000
618, 200, 0, 5.0, 5, 5, 98, 1000
619, 200, 0, 5.0, 5, 5, 98, 1020
620, 200, 0, 5.0, 5, 5, 96, 980
621, 200, 0, 5.0, 5, 5, 98, 1000
622, 200, 0, 5.0, 5, 5, 98, 1000
623, 200, 0, 5.0, 5, 5, 98, 1010
624, 200, 0, 5.0, 5, 5, 97, 990
625, 200, 0, 5.0, 5, 5, 98, 1000
626, 200, 0, 5.0, 5, 5, 98, 1000
627, 200, 0, 5.0, 5, 5, 98, 1000
628, 200, 0, 5.0, 5, 5, 98, 1000
629, 200, 0, 5.0, 5, 5, 98, 1000
630, 200, 0, 5.0, 5, 5, 98, 1000
631, 200, 0, 5.0, 5, 5, 98, 1010
632, 200, 0, 5.0, 5, 5, 97, 990
633, 200, 0, 5.0, 5, 5, 98, 1000
634, 200, 0, 5.0, 5, 5, 98, 1000
635, 200, 0, 5.0, 5, 5, 98, 1000
636, 200, 0, 5.0, 5, 5, 98, 1000
637, 200, 0, 5.0, 5, 5, 98, 1000
638, 200, 0, 5.0, 5, 5, 98, 1000
639, 200, 0, 5.0, 5, 5, 98, 1000
640, 200, 0, 5.0, 5, 5, 98, 1010
641, 200, 0, 5.0, 5, 5, 97, 990
642, 200, 0, 5.0, 5, 5, 98, 1000
643, 200, 0, 5.0, 5, 5, 98, 1000
644, 200, 0, 5.0, 5, 5, 98, 1000
645, 200, 0, 5.0, 5, 5, 98, 1000
646, 200, 0, 5.0, 5, 5, 98, 1000
647, 200, 0, 5.0, 5, 5, 98, 1000
648, 200, 0, 5.0, 5, 5, 98, 1000
649, 200, 0, 5.0, 5, 5, 98, 1000
650, 200, 0, 5.0, 5, 5, 98, 1000
651, 200, 0, 5.0, 5, 5, 98, 1000
652, 200, 0, 5.0, 5, 5, 98, 1000
653, 200, 0, 5.0, 5, 5, 98, 1010
654, 200, 0, 5.0, 5, 5, 97, 990
655, 200, 0, 5.0, 5, 5, 98, 1000
656, 200, 0, 5.0, 5, 5, 98, 1000
657, 200, 0, 5.0, 5, 5, 98, 1000
658, 200, 0, 5.0, 5, 5, 98, 1000
659, 200, 0, 5.0, 5, 5, 98, 1000
660, 200, 0, 5.0, 5, 5, 98, 1000
661, 200, 0, 5.0, 5, 5, 98, 1000
662, 200, 0, 5.0, 5, 5, 98, 1000
663, 200, 0, 5.0, 5, 5, 98, 1000
664, 200, 0, 5.0, 5, 5, 98, 1000
665, 200, 0, 5.0, 5, 5, 98, 1000
666, 200, 0, 5.0, 5, 5, 98, 1000
667, 200, 0, 5.0, 5, 5, 98, 1000
668, 200, 0, 5.0, 5, 5, 98, 1000
669, 200, 0, 5.0, 5, 5, 98, 1000
670, 200, 0, 5.0, 5, 5, 98, 1000
671, 200, 0, 5.0, 5, 5, 98, 1000
672, 200, 0, 5.0, 5, 5, 98, 1000
673, 200, 0, 5.0, 5, 5, 98, 1000
674, 200, 0, 5.0, 5, 5, 98, 1010
675, 200, 0, 5.0, 5, 5, 97, 990
676, 200, 0, 5.0, 5, 5, 98, 1000
677, 200, 0, 5.0, 5, 5, 98, 1020
678, 200, 0, 5.0, 5, 5, 96, 980
679, 200, 0, 5.0, 5, 5, 98, 1000
680, 200, 0, 5.0, 5, 5, 98, 1000
681, 200, 0, 5.0, 5, 5, 98, 1000
682, 200, 0, 5.0, 5, 5, 98, 1000
683, 200, 0, 5.0, 5, 5, 98, 1000
684, 200, 0, 5.0, 5, 5, 98, 1000
685, 200, 0, 5.0, 5, 5, 98, 1000
686, 200, 0, 5.0, 5, 5, 98, 1010
687, 200, 0, 5.0, 5, 5, 97, 990
688, 200, 0, 5.0, 5, 5, 98, 1000
689, 200, 0, 5.0, 5, 5, 98, 1000
690, 200, 0, 5.0, 5, 5, 98, 1000
691, 200, 0, 5.0, 5, 5, 98, 1000
692, 200, 0, 5.0, 5, 5, 98, 1000
693, 200, 0, 5.0, 5, 5, 98, 1000
694, 200, 0, 5.0, 5, 5, 98, 1000
695, 200, 0, 5.0, 5, 5, 98, 1000
696, 200, 0, 5.0, 5, 5, 98, 1000
697, 200, 0, 5.0, 5, 5, 98, 1020
698, 200, 0, 5.0, 5, 5, 96, 980
699, 200, 0, 5.0, 5, 5, 98, 1000
700, 200, 0, 5.0, 5, 5, 98, 1000
701, 200, 0, 5.0, 5, 5, 98, 1000
702, 200, 0, 5.0, 5, 5, 98, 1000
703, 200, 0, 5.0, 5, 5, 98, 1000
704, 200, 0, 5.0, 5, 5, 98, 1000
705, 200, 0, 5.0, 5, 5, 98, 1000
706, 200, 0, 5.0, 5, 5, 98, 1000
707, 200, 0, 5.0, 5, 5, 98, 1010
708, 200, 0, 5.0, 5, 5, 97, 990
709, 200, 0, 5.0, 5, 5, 98, 1000
710, 200, 0, 5.0, 5, 5, 98, 1000
711, 200, 0, 5.0, 5, 5, 98, 1000
712, 200, 0, 5.0, 5, 5, 98, 1000
713, 200, 0, 5.0, 5, 5, 98, 1000
714, 200, 0, 5.0, 5, 5, 98, 1000
715, 200, 0, 5.0, 5, 5, 98, 1000
716, 200, 0, 5.0, 5, 5, 98, 1000
717, 200, 0, 5.0, 5, 5, 98, 1000
718, 200, 0, 5.0, 5, 5, 98, 1000
719, 200, 0, 5.0, 5, 5, 98, 1000
720, 200, 0, 5.0, 5, 5, 98, 1000
721, 200, 0, 5.0, 5, 5, 98, 1000
722, 200, 0, 5.0, 5, 5, 98, 1010
723, 200, 0, 5.0, 5, 5, 97, 1010
724, 200, 0, 5.0, 5, 5, 96, 980
725, 200, 0, 5.0, 5, 5, 98, 1000
726, 200, 0, 5.0, 5, 5, 98, 1010
727, 200, 0, 5.0, 5, 5, 97, 990
728, 200, 0, 5.0, 5, 5, 98, 1000
729, 200, 0, 5.0, 5, 5, 98, 1000
730, 200, 0, 5.0, 5, 5, 98, 1000
731, 200, 0, 5.0, 5, 5, 98, 1000
732, 200, 0, 5.0, 5, 5, 98, 1000
733, 200, 0, 5.0, 5, 5, 98, 1000
734, 200, 0, 5.0, 5, 5, 98, 1000
735, 200, 0, 5.0, 5, 5, 98, 1010
736, 200, 0, 5.0, 5, 5, 97, 990
737, 200, 0, 5.0, 5, 5, 98, 1000
738, 200, 0, 5.0, 5, 5, 98, 1000
739, 200, 0, 5.0, 5, 5, 98, 1000
740, 200, 0, 5.0, 5, 5, 98, 1000
741, 200, 0, 5.0, 5, 5, 98, 1010
742, 200, 0, 5.0, 5, 5, 97, 990
743, 200, 0, 5.0, 5, 5, 98, 1000
744, 200, 0, 5.0, 5, 5, 98, 1000
745, 200, 0, 5.0, 5, 5, 98, 1000
746, 200, 0, 5.0, 5, 5, 98, 1000
747, 200, 0, 5.0, 5, 5, 98, 1000
748, 200, 0, 5.0, 5, 5, 98, 1000
749, 200, 0, 5.0, 5, 5, 98, 1000
750, 200, 0, 5.0, 5, 5, 98, 1000
751, 200, 0, 5.0, 5, 5, 98, 1000
752, 200, 0, 5.0, 5, 5, 98, 1010
753, 200, 0, 5.0, 5, 5, 97, 990
754, 200, 0, 5.0, 5, 5, 98, 1000
755, 200, 0, 5.0, 5, 5, 98, 1000
756, 200, 0, 5.0, 5, 5, 98, 1000
757, 200, 0, 5.0, 5, 5, 98, 1000
758, 200, 0, 5.0, 5, 5, 98, 1000
759, 200, 0, 5.0, 5, 5, 98, 1000
760, 200, 0, 5.0, 5, 5, 98, 1000
761, 200, 0, 5.0, 5, 5, 98, 1010
762, 200, 0, 5.0, 5, 5, 97, 990
763, 200, 0, 5.0, 5, 5, 98, 1000
764, 200, 0, 5.0, 5, 5, 98, 1000
765, 200, 0, 5.0, 5, 5, 98, 1010
766, 200, 0, 5.0, 5, 5, 97, 990
767, 200, 0, 5.0, 5, 5, 98, 1000
768, 200, 0, 5.0, 5, 5, 98, 1000
769, 200, 0, 5.0, 5, 5, 98, 1000
770, 200, 0, 5.0, 5, 5, 98, 1000
771, 200, 0, 5.0, 5, 5, 98, 1000
772, 200, 0, 5.0, 5, 5, 98, 1000
773, 200, 0, 5.0, 5, 5, 98, 1010
774, 200, 0, 5.0, 5, 5, 97, 990
775, 200, 0, 5.0, 5, 5, 98, 1010
776, 200, 0, 5.0, 5, 5, 97, 990
777, 200, 0, 5.0, 5, 5, 98, 1000
778, 200, 0, 5.0, 5, 5, 98, 1000
779, 200, 0, 5.0, 5, 5, 98, 1000
780, 200, 0, 5.0, 5, 5, 98, 1000
781, 200, 0, 5.0, 5, 5, 98, 1000
782, 200, 0, 5.0, 5, 5, 98, 1000
783, 200, 0, 5.0, 5, 5, 98, 1000
784, 200, 0, 5.0, 5, 5, 98, 1000
785, 200, 0, 5.0, 5, 5, 98, 1000
786, 200, 0, 5.0, 5, 5, 98, 1000
787, 200, 0, 5.0, 5, 5, 98, 1000
788, 200, 0, 5.0, 5, 5, 98, 1000
789, 200, 0, 5.0, 5, 5, 98, 1000
790, 200, 0, 5.0, 5, 5, 98, 1000
791, 200, 0, 5.0, 5, 5, 98, 1000
792, 200, 0, 5.0, 5, 5, 98, 1000
793, 200, 0, 5.0, 5, 5, 98, 1000
794, 200, 0, 5.0, 5, 5, 98, 1000
795, 200, 0, 5.0, 5, 5, 98, 1000
796, 200, 0, 5.0, 5, 5, 98, 1000
797, 200, 0, 5.0, 5, 5, 98, 1010
798, 200, 0, 5.0, 5, 5, 97, 990
799, 200, 0, 5.0, 5, 5, 98, 1010
800, 200, 0, 5.0, 5, 5, 97, 990
801, 200, 0, 5.0, 5, 5, 98, 1000
802, 200, 0, 5.0, 5, 5, 98, 1020
803, 200, 0, 5.0, 5, 5, 96, 990
804, 200, 0, 5.0, 5, 5, 97, 990
805, 200, 0, 5.0, 5, 5, 98, 1010
806, 200, 0, 5.0, 5, 5, 97, 990
807, 200, 0, 5.0, 5, 5, 98, 1000
808, 200, 0, 5.0, 5, 5, 98, 1000
809, 200, 0, 5.0, 5, 5, 98, 1000
810, 200, 0, 5.0, 5, 5, 98, 1000
811, 200, 0, 5.0, 5, 5, 98, 1010
812, 200, 0, 5.0, 5, 5, 98, 990
813, 200, 0, 5.0, 5, 5, 98, 1020
814, 200, 0, 5.0, 5, 5, 96, 980
815, 200, 0, 5.0, 5, 5, 98, 1000
816, 200, 0, 5.0, 5, 5, 98, 1000
817, 200, 0, 5.0, 5, 5, 98, 1000
818, 200, 0, 5.0, 5, 5, 98, 1000
819, 200, 0, 5.0, 5, 5, 98, 1000
820, 200, 0, 5.0, 5, 5, 98, 1000
821, 200, 0, 5.0, 5, 5, 98, 1010
822, 200, 0, 5.0, 5, 5, 97, 990
823, 200, 0, 5.0, 5, 5, 98, 1000
824, 200, 0, 5.0, 5, 5, 98, 1000
825, 200, 0, 5.0, 5, 5, 98, 1000
826, 200, 0, 5.0, 5, 5, 98, 1000
827, 200, 0, 5.0, 5, 5, 98, 1000
828, 200, 0, 5.0, 5, 5, 98, 1020
829, 200, 0, 5.0, 5, 5, 97, 980
830, 200, 0, 5.0, 5, 5, 98, 1000
831, 200, 0, 5.0, 5, 5, 98, 1000
832, 200, 0, 5.0, 5, 5, 98, 1010
833, 200, 0, 5.0, 5, 5, 97, 990
834, 200, 0, 5.0, 5, 5, 98, 1000
835, 200, 0, 5.0, 5, 5, 98, 1000
836, 200, 0, 5.0, 5, 5, 98, 1000
837, 200, 0, 5.0, 5, 5, 98, 1000
838, 200, 0, 5.0, 5, 5, 98, 1000
839, 200, 0, 5.0, 5, 5, 98, 1000
840, 200, 0, 5.0, 5, 5, 98, 1000
841, 200, 0, 5.0, 5, 5, 98, 1000
842, 200, 0, 5.0, 5, 5, 98, 1000
843, 200, 0, 5.0, 5, 5, 98, 1000
844, 200, 0, 5.0, 5, 5, 98, 1000
845, 200, 0, 5.0, 5, 5, 98, 1010
846, 200, 0, 5.0, 5, 5, 97, 1000
847, 200, 0, 5.0, 5, 5, 97, 990
848, 200, 0, 5.0, 5, 5, 98, 1000
849, 200, 0, 5.0, 5, 5, 98, 1000
850, 200, 0, 5.0, 5, 5, 98, 1000
851, 200, 0, 5.0, 5, 5, 98, 1000
852, 200, 0, 5.0, 5, 5, 98, 1000
853, 200, 0, 5.0, 5, 5, 98, 1000
854, 200, 0, 5.0, 5, 5, 98, 1000
855, 200, 0, 5.0, 5, 5, 98, 1000
856, 200, 0, 5.0, 5, 5, 98, 1000
857, 200, 0, 5.0, 5, 5, 98, 1000
858, 200, 0, 5.0, 5, 5, 98, 1010
859, 200, 0, 5.0, 5, 5, 97, 990
860, 200, 0, 5.0, 5, 5, 98, 1000
861, 200, 0, 5.0, 5, 5, 98, 1000
862, 200, 0, 5.0, 5, 5, 98, 1000
863, 200, 0, 5.0, 5, 5, 98, 1000
864, 200, 0, 5.0, 5, 5, 98, 1000
865, 200, 0, 5.0, 5, 5, 98, 1000
866, 200, 0, 5.0, 5, 5, 98, 1000
867, 200, 0, 5.0, 5, 5, 98, 1000
868, 200, 0, 5.0, 5, 5, 98, 1000
869, 200, 0, 5.0, 5, 5, 98, 1000
870, 200, 0, 5.0, 5, 5, 98, 1010
871, 200, 0, 5.0, 5, 5, 97, 990
872, 200, 0, 5.0, 5, 5, 98, 1000
873, 200, 0, 5.0, 5, 5, 98, 1000
874, 200, 0, 5.0, 5, 5, 98, 1000
875, 200, 0, 5.0, 5, 5, 98, 1000
876, 200, 0, 5.0, 5, 5, 98, 1000
877, 200, 0, 5.0, 5, 5, 98, 1000
878, 200, 0, 5.0, 5, 5, 98, 1000
879, 200, 0, 5.0, 5, 5, 98, 1000
880, 200, 0, 5.0, 5, 5, 98, 1000
881, 200, 0, 5.0, 5, 5, 98, 1010
882, 200, 0, 5.0, 5, 5, 97, 990
883, 200, 0, 5.0, 5, 5, 98, 1000
884, 200, 0, 5.0, 5, 5, 98, 1000
885, 200, 0, 5.0, 5, 5, 98, 1010
886, 200, 0, 5.0, 5, 5, 97, 1000
887, 200, 0, 5.0, 5, 5, 97, 990
888, 200, 0, 5.0, 5, 5, 98, 1000
889, 200, 0, 5.0, 5, 5, 98, 1000
890, 200, 0, 5.0, 5, 5, 98, 1000
891, 200, 0, 5.0, 5, 5, 98, 1000
892, 200, 0, 5.0, 5, 5, 98, 1000
893, 200, 0, 5.0, 5, 5, 98, 1000
894, 200, 0, 5.0, 5, 5, 98, 1000
895, 200, 0, 5.0, 5, 5, 98, 1000
896, 200, 0, 5.0, 5, 5, 98, 1000
897, 200, 0, 5.0, 5, 5, 98, 1000
898, 200, 0, 5.0, 5, 5, 98, 1010
899, 200, 0, 5.0, 5, 5, 97, 990
900, 200, 0, 5.0, 5, 5, 98, 1000
901, 200, 0, 5.0, 5, 5, 98, 1000
902, 200, 0, 5.0, 5, 5, 98, 1000
903, 200, 0, 5.0, 5, 5, 98, 1000
904, 200, 0, 5.0, 5, 5, 98, 1020
905, 200, 0, 5.0, 5, 5, 96, 980
906, 200, 0, 5.0, 5, 5, 98, 1000
907, 200, 0, 5.0, 5, 5, 98, 1000
908, 200, 0, 5.0, 5, 5, 98, 1000
909, 200, 0, 5.0, 5, 5, 98, 1000
910, 200, 0, 5.0, 5, 5, 98, 1000
911, 200, 0, 5.0, 5, 5, 98, 1000
912, 200, 0, 5.0, 5, 5, 98, 1000
913, 200, 0, 5.0, 5, 5, 98, 1000
914, 200, 0, 5.0, 5, 5, 98, 1010
915, 200, 0, 5.0, 5, 5, 97, 990
916, 200, 0, 5.0, 5, 5, 98, 1010
917, 200, 0, 5.0, 5, 5, 97, 990
918, 200, 0, 5.0, 5, 5, 98, 1000
919, 200, 0, 5.0, 5, 5, 98, 1000
920, 200, 0, 5.0, 5, 5, 98, 1000
921, 200, 0, 5.0, 5, 5, 98, 1000
922, 200, 0, 5.0, 5, 5, 98, 1010
923, 200, 0, 5.0, 5, 5, 97, 990
924, 200, 0, 5.0, 5, 5, 98, 1000
925, 200, 0, 5.0, 5, 5, 98, 1000
926, 200, 0, 5.0, 5, 5, 98, 1000
927, 200, 0, 5.0, 5, 5, 98, 1000
928, 200, 0, 5.0, 5, 5, 98, 1000
929, 200, 0, 5.0, 5, 5, 98, 1010
930, 200, 0, 5.0, 5, 5, 97, 990
931, 200, 0, 5.0, 5, 5, 98, 1010
932, 200, 0, 5.0, 5, 5, 97, 990
933, 200, 0, 5.0, 5, 5, 98, 1000
934, 200, 0, 5.0, 5, 5, 98, 1000
935, 200, 0, 5.0, 5, 5, 98, 1010
936, 200, 0, 5.0, 5, 5, 97, 990
937, 200, 0, 5.0, 5, 5, 98, 1010
938, 200, 0, 5.0, 5, 5, 97, 990
939, 200, 0, 5.0, 5, 5, 98, 1000
940, 200, 0, 5.0, 5, 5, 98, 1000
941, 200, 0, 5.0, 5, 5, 98, 1000
942, 200, 0, 5.0, 5, 5, 98, 1000
943, 200, 0, 5.0, 5, 5, 98, 1000
944, 200, 0, 5.0, 5, 5, 98, 1000
945, 200, 0, 5.0, 5, 5, 98, 1000
946, 200, 0, 5.0, 5, 5, 98, 1000
947, 200, 0, 5.0, 5, 5, 98, 1000
948, 200, 0, 5.0, 5, 5, 98, 1010
949, 200, 0, 5.0, 5, 5, 97, 990
950, 200, 0, 5.0, 5, 5, 98, 1010
951, 200, 0, 5.0, 5, 5, 97, 990
952, 200, 0, 5.0, 5, 5, 98, 1000
953, 200, 0, 5.0, 5, 5, 98, 1000
954, 200, 0, 5.0, 5, 5, 98, 1000
955, 200, 0, 5.0, 5, 5, 98, 1000
956, 200, 0, 5.0, 5, 5, 98, 1000
957, 200, 0, 5.0, 5, 5, 98, 1000
958, 200, 0, 5.0, 5, 5, 98, 1000
959, 200, 0, 5.0, 5, 5, 98, 1010
960, 200, 0, 5.0, 5, 5, 97, 1010
961, 200, 0, 5.0, 5, 5, 96, 980
962, 200, 0, 5.0, 5, 5, 98, 1000
963, 200, 0, 5.0, 5, 5, 98, 1000
964, 200, 0, 5.0, 5, 5, 98, 1000
965, 200, 0, 5.0, 5, 5, 98, 1000
966, 200, 0, 5.0, 5, 5, 98, 1000
967, 200, 0, 5.0, 5, 5, 98, 1000
968, 200, 0, 5.0, 5, 5, 98, 1000
969, 200, 0, 5.0, 5, 5, 98, 1000
970, 200, 0, 5.0, 5, 5, 98, 1000
971, 200, 0, 5.0, 5, 5, 98, 1000
972, 200, 0, 5.0, 5, 5, 98, 1000
973, 200, 0, 5.0, 5, 5, 98, 1000
974, 200, 0, 5.0, 5, 5, 98, 1000
975, 200, 0, 5.0, 5, 5, 98, 1010
976, 200, 0, 5.0, 5, 5, 97, 990
977, 200, 0, 5.0, 5, 5, 98, 1000
978, 200, 0, 5.0, 5, 5, 98, 1000
979, 200, 0, 5.0, 5, 5, 98, 1000
980, 200, 0, 5.0, 5, 5, 98, 1020
981, 200, 0, 5.0, 5, 5, 96, 980
982, 200, 0, 5.0, 5, 5, 98, 1000
983, 200, 0, 5.0, 5, 5, 98, 1000
984, 200, 0, 5.0, 5, 5, 98, 1000
985, 200, 0, 5.0, 5, 5, 98, 1000
986, 200, 0, 5.0, 5, 5, 98, 1010
987, 200, 0, 5.0, 5, 5, 97, 1000
988, 200, 0, 5.0, 5, 5, 97, 990
989, 200, 0, 5.0, 5, 5, 98, 1000
990, 200, 0, 5.0, 5, 5, 98, 1000
991, 200, 0, 5.0, 5, 5, 98, 1000
992, 200, 0, 5.0, 5, 5, 98, 1000
993, 200, 0, 5.0, 5, 5, 98, 1000
994, 200, 0, 5.0, 5, 5, 98, 1000
995, 200, 0, 5.0, 5, 5, 98, 1000
996, 200, 0, 5.0, 5, 5, 98, 1000
997, 200, 0, 5.0, 5, 5, 98, 1000
998, 200, 0, 5.0, 5, 5, 98, 1000
999, 200, 0, 5.0, 5, 5, 98, 1000
